,Brand,Model,ROM,RAM,OS,Screen size,Dual Sim,Expandable Memory,5G,Fingerprint Sensor,Price
10931,Samsung,Galaxy A11,32.0,4.0,Android,6.4,1,1,0,1,23500
10932,Apple,iPhone 6S,32.0,2.0,iOS,4.7,0,1,0,1,23500
10933,Oppo,A5s,32.0,2.0,Android,6.2,1,1,0,1,23500
10934,Samsung,Galaxy M01,64.0,3.0,Android,5.7,1,1,0,1,23500
10935,Sony,Xperia XZ,64.0,3.0,Android,5.2,0,0,0,0,23500
10936,Samsung,Galaxy A6,32.0,3.0,Android,5.6,0,1,0,1,23500
10937,Samsung,Galaxy M01,32.0,3.0,Android,5.7,1,1,0,1,23500
10938,Samsung,Galaxy Note 5,32.0,4.0,Android,5.7,0,1,0,1,23500
10939,Samsung,Galaxy A20,32.0,3.0,Android,6.4,0,0,0,0,23500
10940,Xiaomi,Redmi 8,32.0,4.0,Android,6.22,1,0,0,0,23500
10941,Samsung,Galaxy M20,64.0,3.0,Android,6.3,1,1,0,1,23500
10942,Sony,Xperia XZ2,64.0,4.0,Android,5.7,0,1,0,1,23500
10943,Samsung,Galaxy M02s,32.0,3.0,Android,6.5,0,0,0,0,23500
10944,Samsung,Galaxy M11,32.0,3.0,Android,6.4,1,1,0,1,23500
10945,Xiaomi,Redmi 9,32.0,3.0,Android,6.53,1,1,0,1,23500
10946,Samsung,Galaxy A20,32.0,3.0,Android,6.4,1,0,0,1,23500
10947,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,1,23500
10948,Huawei,Nova 2i,64.0,4.0,Android,5.9,1,1,0,1,23500
10949,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,0,23500
10950,Huawei,Nova 2i,64.0,4.0,Android,5.9,1,1,0,1,23500
10951,Samsung,Galaxy S7 Edge,64.0,4.0,Android,5.5,0,1,0,1,23500
10952,Infinix,Hot 9 Play,64.0,2.0,Android,6.82,1,1,0,1,23500
10953,Apple,iPhone 6S,32.0,2.0,iOS,4.7,0,1,0,1,23500
10954,Apple,iPhone 6S,32.0,2.0,iOS,4.7,0,0,0,0,23500
10955,Samsung,Galaxy M02s,32.0,3.0,Android,6.5,0,0,0,0,23500
10956,Vivo,Y11,32.0,3.0,Android,6.35,1,1,0,1,23500
10957,Realme,C12,32.0,3.0,Android,6.5,1,1,0,1,23500
10958,Apple,iPhone 6S,16.0,2.0,iOS,4.7,0,0,0,1,23500
10959,Apple,iPhone 6S,16.0,2.0,iOS,4.7,0,0,0,1,23500
10960,Apple,iPhone 6S,16.0,2.0,iOS,4.7,0,0,0,1,23500
10961,Oppo,A5s,32.0,2.0,Android,6.2,1,1,0,1,23500
10962,Vivo,Y20,64.0,3.0,Android,6.51,1,0,0,1,23500
10963,Samsung,Galaxy M11,32.0,3.0,Android,6.4,1,1,0,1,23500
10964,Samsung,Galaxy A03s,32.0,3.0,Android,6.5,1,1,0,1,23500
10965,Oppo,A12,32.0,3.0,Android,6.22,1,1,0,1,23500
10966,Samsung,Galaxy S7,64.0,4.0,Android,5.1,0,1,0,1,23500
10967,Xiaomi,Redmi Note 8,64.0,3.0,Android,6.3,1,1,0,1,23500
10968,OnePlus,5,64.0,6.0,Android,5.5,1,0,0,1,23500
10969,Samsung,Galaxy M20,64.0,3.0,Android,6.3,1,1,0,1,23500
10970,Apple,iPhone 6S,16.0,2.0,iOS,4.7,0,0,0,0,23500
10971,Xiaomi,Redmi 9,64.0,3.0,Android,6.53,1,1,0,1,23500
10972,Samsung,Galaxy J6+,64.0,3.0,Android,6.0,1,1,0,1,23500
10973,Samsung,Galaxy J6+,64.0,3.0,Android,6.0,1,1,0,1,23500
10974,Realme,C21Y,64.0,3.0,Android,6.5,1,0,0,1,23500
10975,Samsung,Galaxy M02s,32.0,3.0,Android,6.5,1,1,0,0,23500
10976,Apple,iPhone 6S,16.0,2.0,iOS,4.7,0,0,0,1,23500
10977,Samsung,Galaxy M02s,16.0,3.0,Android,6.5,1,1,0,0,23500
10978,Sony,Xperia XZ2,64.0,4.0,Android,5.7,1,1,0,1,23500
10979,Samsung,Galaxy A20s,64.0,4.0,Android,6.5,1,1,0,1,23500
10980,Oppo,A15,32.0,3.0,Android,6.52,1,1,0,1,23500
10981,Xiaomi,Redmi Note 8,64.0,3.0,Android,6.3,1,1,0,1,23500
10982,Samsung,Galaxy A20,64.0,3.0,Android,6.4,0,0,0,0,23500
10983,Vivo,V9,128.0,4.0,Android,6.3,1,1,0,1,23500
10984,Vivo,Y20,64.0,3.0,Android,6.51,1,1,0,1,23500
10985,Vivo,Y12,64.0,4.0,Android,6.35,1,0,0,1,23500
10986,Samsung,Galaxy J7,64.0,1.5,Android,5.5,1,1,0,1,23500
10987,Apple,iPhone 6,32.0,1.0,iOS,4.7,0,0,0,1,23500
10988,Oppo,A5,128.0,3.0,Android,6.5,0,0,0,0,23500
10989,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,0,23500
10990,Huawei,Y7p,64.0,4.0,Android,6.39,1,1,0,1,23500
10991,Huawei,Y7p,64.0,4.0,Android,6.39,1,1,0,1,23500
10992,Xiaomi,Redmi 9C,64.0,2.0,Android,6.53,1,1,0,1,23500
10993,Samsung,Galaxy M11,64.0,3.0,Android,6.4,1,1,0,1,23500
10994,Samsung,Galaxy M11,32.0,3.0,Android,6.4,0,0,0,1,23500
10995,Samsung,Galaxy A02s,32.0,4.0,Android,6.5,1,1,0,1,23500
10996,LG,V30+,128.0,4.0,Android,6.0,0,0,0,1,23500
10997,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,0,23500
10998,Huawei,Y7,64.0,3.0,Android,6.26,1,1,0,1,23500
10999,Huawei,Nova 3i,64.0,4.0,Android,6.3,1,0,0,1,23500
11000,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,0,23500
11001,Samsung,Galaxy A11,64.0,4.0,Android,6.4,1,1,0,1,23500
11002,Samsung,Galaxy A50,64.0,4.0,Android,6.4,1,1,0,0,23500
11003,Samsung,Galaxy A30,64.0,3.0,Android,6.4,1,0,0,0,23500
11004,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,0,23500
11005,Apple,iPhone 6S,16.0,2.0,iOS,4.7,0,0,0,1,23500
11006,Samsung,Galaxy M02s,16.0,3.0,Android,6.5,1,1,0,1,23500
11007,Apple,iPhone 6,32.0,1.0,iOS,4.7,0,1,0,1,23500
11008,Samsung,Galaxy A7,32.0,5.0,Android,6.0,0,1,0,1,23500
11009,Realme,C12,32.0,3.0,Android,6.5,1,1,0,1,23500
11010,Huawei,Y6s,64.0,3.0,Android,6.09,1,1,0,1,23500
11011,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,1,23500
11012,Samsung,Galaxy A21,64.0,3.0,Android,6.5,0,0,0,0,23500
11013,Samsung,Galaxy S8+,32.0,4.0,Android,6.2,1,1,0,1,23500
11014,Samsung,Galaxy M02s,32.0,3.0,Android,6.5,0,0,0,0,23500
11015,Samsung,Galaxy A03s,32.0,3.0,Android,6.5,0,0,0,0,23500
11016,Samsung,Galaxy M02s,32.0,3.0,Android,6.5,0,0,0,0,23500
11017,Samsung,Galaxy A20,32.0,3.0,Android,6.4,1,1,0,1,23500
11018,Oppo,F11,128.0,6.0,Android,6.53,1,1,0,1,23500
11019,Sony,Xperia XZ2,64.0,4.0,Android,5.7,0,1,0,1,23501
11020,Sony,Xperia XZ2,64.0,4.0,Android,5.7,0,1,0,1,23502
11021,Sony,Xperia XZ2,64.0,4.0,Android,5.7,0,1,0,1,23503
11022,Sony,Xperia XZ2,64.0,4.0,Android,5.7,0,1,0,1,23503
11023,Sony,Xperia XZ2,64.0,4.0,Android,5.7,0,1,0,1,23504
11024,Sony,Xperia XZ2,64.0,4.0,Android,5.7,0,1,0,1,23504
11025,Sony,Xperia XZ2,64.0,4.0,Android,5.7,0,0,0,0,23504
11026,Sony,Xperia XZ2,64.0,4.0,Android,5.7,0,1,0,1,23505
11027,Sony,Xperia XZ2,64.0,4.0,Android,5.7,0,1,0,1,23506
11028,Huawei,P Smart,64.0,4.0,Android,5.65,0,0,0,0,23600
11029,Sony,Xperia XZ2,64.0,4.0,Android,5.7,0,1,0,1,23600
11030,Sony,Xperia XZ2,64.0,4.0,Android,5.7,0,1,0,1,23600
11031,Samsung,Galaxy A20,32.0,3.0,Android,6.4,0,1,0,1,23600
11032,Sony,Xperia XZ2,64.0,4.0,Android,5.7,0,1,0,1,23601
11033,Sony,Xperia XZ2,64.0,4.0,Android,5.7,0,1,0,1,23750
11034,Apple,iPhone 6,32.0,1.0,iOS,4.7,0,0,0,0,23800
11035,Sony,Xperia XZ2,64.0,4.0,Android,5.7,0,1,0,1,23800
11036,Xiaomi,Redmi 9,64.0,3.0,Android,6.53,0,0,0,0,23800
11037,Sony,Xperia 1,64.0,6.0,Android,6.5,0,0,0,0,23890
11038,Huawei,Y6p,64.0,3.0,Android,6.3,1,1,0,1,23898
11039,Xiaomi,Redmi Note 8,128.0,3.0,Android,6.3,0,0,0,1,23900
11040,Apple,iPhone SE,128.0,2.0,iOS,4.7,0,0,0,0,23900
11041,Apple,iPhone SE,32.0,2.0,iOS,4.7,0,0,0,0,23900
11042,Apple,iPhone SE,32.0,2.0,iOS,4.7,0,0,0,0,23900
11043,Apple,iPhone SE,32.0,2.0,iOS,4.7,0,0,0,0,23900
11044,Apple,iPhone SE,32.0,2.0,iOS,4.7,0,0,0,0,23900
11045,Apple,iPhone SE,32.0,2.0,iOS,4.7,0,0,0,0,23900
11046,Apple,iPhone SE,32.0,2.0,iOS,4.7,0,0,0,0,23900
11047,Apple,iPhone SE,32.0,2.0,iOS,4.7,0,0,0,0,23900
11048,Apple,iPhone SE,32.0,2.0,iOS,4.7,0,0,0,0,23900
11049,Apple,iPhone SE,32.0,2.0,iOS,4.7,0,0,0,0,23900
11050,Apple,iPhone SE,32.0,2.0,iOS,4.7,0,0,0,0,23900
11051,Apple,iPhone SE,32.0,2.0,iOS,4.7,0,0,0,0,23900
11052,Apple,iPhone SE,32.0,2.0,iOS,4.7,0,0,0,0,23900
11053,Apple,iPhone SE,32.0,2.0,iOS,4.7,0,0,0,0,23900
11054,Apple,iPhone SE,32.0,2.0,iOS,4.7,0,0,0,0,23900
11055,Apple,iPhone 6S,32.0,2.0,iOS,4.7,0,0,0,1,23900
11056,Apple,iPhone SE,32.0,2.0,iOS,4.7,0,0,0,0,23900
11057,Samsung,Galaxy M02s,64.0,3.0,Android,6.5,1,1,0,0,23900
11058,Apple,iPhone SE,32.0,2.0,iOS,4.7,0,0,0,0,23900
11059,Xiaomi,Redmi 8,64.0,4.0,Android,6.22,1,1,0,1,23900
11060,Apple,iPhone SE,32.0,2.0,iOS,4.7,0,0,0,0,23900
11061,Apple,iPhone SE,32.0,2.0,iOS,4.7,0,0,0,0,23900
11062,Apple,iPhone SE,32.0,2.0,iOS,4.7,0,0,0,0,23900
11063,Apple,iPhone 6S,32.0,2.0,iOS,4.7,0,0,0,1,23900
11064,Samsung,Galaxy A20,32.0,3.0,Android,6.4,0,0,0,1,23900
11065,Apple,iPhone 6S,32.0,2.0,iOS,4.7,0,0,0,1,23900
11066,Sony,Xperia XZ2,64.0,4.0,Android,5.7,0,1,0,1,23900
11067,Sony,Xperia XZ2,64.0,4.0,Android,5.7,0,1,0,1,23900
11068,Sony,Xperia XZ2,64.0,4.0,Android,5.7,0,0,0,0,23900
11069,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,1,23900
11070,Xiaomi,Redmi 9C,64.0,2.0,Android,6.53,1,1,0,1,23900
11071,Samsung,Galaxy Note 5,32.0,4.0,Android,5.7,0,1,0,1,23900
11072,Sony,Xperia XZ2,64.0,4.0,Android,5.7,0,1,0,1,23900
11073,Samsung,Galaxy S6 Edge,64.0,3.0,Android,5.1,1,1,0,1,23950
11074,Samsung,Galaxy Note 5,32.0,4.0,Android,5.7,0,0,0,1,23950
11075,Samsung,Galaxy J7,32.0,1.5,Android,5.5,1,1,0,1,23990
11076,Sony,Xperia XZ2,64.0,4.0,Android,5.7,0,1,0,1,23990
11077,Xiaomi,Redmi 9C,32.0,2.0,Android,6.53,1,1,0,1,23990
11078,Apple,iPhone 6,64.0,1.0,iOS,4.7,0,0,0,1,23990
11079,LG,style 2,64.0,4.0,Android,5.7,0,0,0,0,23995
11080,Sony,Xperia 1,64.0,6.0,Android,6.5,0,0,0,0,23995
11081,Sony,Xperia XZ2,64.0,4.0,Android,5.7,0,0,0,0,23995
11082,Sony,Xperia XZ2,64.0,4.0,Android,5.7,0,0,0,0,23996
11083,Sony,Xperia XZ2,64.0,4.0,Android,5.7,0,1,0,1,23998
11084,Samsung,Galaxy A6+,64.0,3.0,Android,6.0,0,1,0,0,23999
11085,Vivo,Y12s,32.0,3.0,Android,6.51,0,0,0,0,23999
11086,Sony,Xperia XZ2,64.0,4.0,Android,5.7,1,1,0,1,23999
11087,Sony,Xperia XZ2,64.0,4.0,Android,5.7,1,1,0,1,23999
11088,Samsung,Galaxy A20s,32.0,4.0,Android,6.5,0,0,0,0,23999
11089,Xiaomi,Redmi 9C,64.0,2.0,Android,6.53,1,1,0,1,23999
11090,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,0,23999
11091,Xiaomi,Redmi 9C,64.0,2.0,Android,6.53,1,1,0,1,23999
11092,Samsung,Galaxy A30,32.0,3.0,Android,6.4,0,0,0,0,23999
11093,Samsung,Galaxy A6+,32.0,3.0,Android,6.0,0,1,0,1,23999
11094,Samsung,Galaxy A30,64.0,3.0,Android,6.4,1,1,0,1,23999
11095,Samsung,Galaxy M02s,64.0,3.0,Android,6.5,0,0,0,0,23999
11096,Samsung,Galaxy M02s,64.0,3.0,Android,6.5,0,0,0,0,23999
11097,Xiaomi,Redmi 9,64.0,3.0,Android,6.53,1,0,0,1,24000
11098,Xiaomi,Redmi Note 7,16.0,3.0,Android,6.3,1,1,0,1,24000
11099,Apple,iPhone 6,16.0,1.0,iOS,4.7,1,1,0,1,24000
11100,Apple,iPhone 6,32.0,1.0,iOS,4.7,0,0,0,1,24000
11101,Vivo,Y12s,32.0,3.0,Android,6.51,0,0,0,0,24000
11102,Samsung,Galaxy M02s,32.0,3.0,Android,6.5,1,0,0,0,24000
11103,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,1,0,1,24000
11104,Huawei,Y9 Prime,128.0,4.0,Android,6.59,1,1,0,1,24000
11105,Samsung,Galaxy S8,64.0,4.0,Android,5.8,0,1,0,1,24000
11106,Samsung,Galaxy S7 Edge,64.0,4.0,Android,5.5,1,1,0,1,24000
11107,Samsung,Galaxy M02s,32.0,3.0,Android,6.5,1,1,0,0,24000
11108,Oppo,A15,32.0,3.0,Android,6.52,0,0,0,0,24000
11109,Apple,iPhone SE,32.0,2.0,iOS,4.7,0,0,0,0,24000
11110,Apple,iPhone 7,32.0,2.0,iOS,4.7,0,0,0,0,24000
11111,Xiaomi,Redmi 9C,32.0,2.0,Android,6.53,1,1,0,1,24000
11112,Xiaomi,Redmi 9,32.0,3.0,Android,6.53,0,1,0,1,24000
11113,Apple,iPhone 7,32.0,2.0,iOS,4.7,0,1,0,1,24000
11114,Huawei,Y9,64.0,4.0,Android,6.5,0,0,0,0,24000
11115,Vivo,Y1s,32.0,2.0,Android,6.22,1,1,0,1,24000
11116,Xiaomi,Redmi 8,64.0,4.0,Android,6.22,1,1,0,1,24000
11117,Samsung,Galaxy A20s,64.0,4.0,Android,6.5,0,0,0,0,24000
11118,Huawei,Y7p,64.0,4.0,Android,6.39,1,0,0,1,24000
11119,Xiaomi,Redmi 9C,64.0,2.0,Android,6.53,1,1,0,1,24000
11120,Huawei,Nova 3i,64.0,4.0,Android,6.3,1,1,0,1,24000
11121,Samsung,Galaxy M02s,64.0,3.0,Android,6.5,1,1,0,0,24000
11122,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,1,24000
11123,Vivo,Y15S,64.0,3.0,Android,6.51,1,1,0,1,24000
11124,Samsung,Galaxy S6 Edge,64.0,3.0,Android,5.1,0,0,0,0,24000
11125,LG,Q52,64.0,4.0,Android,6.6,1,1,0,1,24000
11126,Samsung,Galaxy M02s,64.0,3.0,Android,6.5,1,1,0,0,24000
11127,Apple,iPhone 6S,32.0,2.0,iOS,4.7,0,0,0,1,24000
11128,Nokia,2.4,32.0,2.0,Android,6.5,1,1,0,1,24000
11129,Huawei,Nova 3i,32.0,4.0,Android,6.3,1,1,0,1,24000
11130,Huawei,Y9,64.0,4.0,Android,6.5,1,0,0,1,24000
11131,Samsung,Galaxy M01,64.0,3.0,Android,5.7,1,0,0,0,24000
11132,Samsung,Galaxy M02s,64.0,3.0,Android,6.5,1,1,0,0,24000
11133,Samsung,Galaxy M02s,64.0,3.0,Android,6.5,1,1,0,1,24000
11134,Apple,iPhone 6,64.0,1.0,iOS,4.7,0,0,0,0,24000
11135,Samsung,Galaxy A20s,64.0,4.0,Android,6.5,1,0,0,1,24000
11136,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,0,24000
11137,Huawei,Y7p,64.0,4.0,Android,6.39,1,1,0,1,24000
11138,Sony,Xperia XZ2,64.0,4.0,Android,5.7,1,1,0,1,24000
11139,Vivo,Y12,64.0,4.0,Android,6.35,1,1,0,1,24000
11140,Nokia,1.4,64.0,1.0,Android,6.52,1,1,0,1,24000
11141,Infinix,Smart HD,64.0,2.0,Android,6.1,1,1,0,1,24000
11142,Samsung,Galaxy A20s,32.0,4.0,Android,6.5,0,0,0,0,24000
11143,Apple,iPhone 6S,32.0,2.0,iOS,4.7,1,0,0,1,24000
11144,Oppo,A5,64.0,3.0,Android,6.5,1,1,0,1,24000
11145,Apple,iPhone 6S,32.0,2.0,iOS,4.7,0,0,0,1,24000
11146,Huawei,Nova 3i,32.0,4.0,Android,6.3,1,1,0,1,24000
11147,Vivo,Y1s,32.0,2.0,Android,6.22,1,1,0,0,24000
11148,Xiaomi,Redmi 9C,32.0,2.0,Android,6.53,1,1,0,1,24000
11149,Nokia,8,64.0,4.0,Android,5.3,1,1,0,1,24000
11150,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,1,24000
11151,Xiaomi,Redmi 9,64.0,3.0,Android,6.53,1,1,0,1,24000
11152,Oppo,A15,32.0,3.0,Android,6.52,0,0,0,0,24000
11153,Apple,iPhone 6S,32.0,2.0,iOS,4.7,0,1,0,1,24000
11154,Huawei,Y9,64.0,4.0,Android,6.5,0,0,0,0,24000
11155,Xiaomi,Redmi 9,64.0,3.0,Android,6.53,1,1,0,1,24000
11156,Xiaomi,Redmi Note 8,128.0,3.0,Android,6.3,0,0,0,0,24000
11157,Huawei,Y7 Pro,64.0,3.0,Android,6.26,1,1,0,1,24000
11158,Realme,C21Y,64.0,3.0,Android,6.5,0,0,0,0,24000
11159,Apple,iPhone SE,32.0,2.0,iOS,4.7,0,1,0,1,24000
11160,Oppo,A12,32.0,3.0,Android,6.22,0,0,0,0,24000
11161,Samsung,Galaxy M02s,64.0,3.0,Android,6.5,1,1,0,0,24000
11162,Apple,iPhone 6 Plus,32.0,1.0,iOS,5.5,0,0,0,0,24000
11163,Apple,iPhone 6,16.0,1.0,iOS,4.7,1,1,0,1,24000
11164,Samsung,Galaxy M02s,16.0,3.0,Android,6.5,1,1,0,0,24000
11165,Xiaomi,Redmi 8,32.0,4.0,Android,6.22,1,1,0,1,24000
11166,Xiaomi,Redmi 9,32.0,3.0,Android,6.53,1,1,0,1,24000
11167,Samsung,Galaxy A30,64.0,3.0,Android,6.4,1,1,0,1,24000
11168,Samsung,Galaxy S7 Edge,64.0,4.0,Android,5.5,0,0,0,0,24000
11169,Xiaomi,Redmi 9,32.0,3.0,Android,6.53,0,0,0,0,24000
11170,Samsung,Galaxy A20s,32.0,4.0,Android,6.5,1,1,0,1,24000
11171,Nokia,1.4,64.0,1.0,Android,6.52,1,1,0,1,24000
11172,Xiaomi,Redmi 8,64.0,4.0,Android,6.22,0,0,0,0,24000
11173,Samsung,Galaxy A30 S,64.0,3.0,Android,6.4,1,1,0,1,24000
11174,Samsung,Galaxy A11,64.0,4.0,Android,6.4,1,1,0,1,24000
11175,Apple,iPhone 6,64.0,1.0,iOS,4.7,0,1,0,1,24000
11176,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,1,24000
11177,OnePlus,3T,64.0,6.0,Android,5.5,1,1,0,1,24000
11178,Vivo,Y1s,32.0,2.0,Android,6.22,1,1,0,1,24000
11179,Nokia,3.4,64.0,3.0,Android,6.39,1,1,0,1,24000
11180,Samsung,Galaxy S8,64.0,4.0,Android,5.8,0,1,0,1,24000
11181,Samsung,Galaxy A11,128.0,4.0,Android,6.4,1,1,0,1,24000
11182,Huawei,Nova 3i,128.0,4.0,Android,6.3,1,1,0,1,24000
11183,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,1,24000
11184,Xiaomi,Redmi 9C,64.0,2.0,Android,6.53,1,1,0,1,24000
11185,Realme,C11,64.0,2.0,Android,6.5,0,0,0,0,24000
11186,Xiaomi,Redmi 8,64.0,4.0,Android,6.22,1,1,0,1,24000
11187,Apple,iPhone SE,64.0,2.0,iOS,4.7,0,0,0,1,24000
11188,Xiaomi,Redmi Note 7,64.0,3.0,Android,6.3,0,0,0,0,24000
11189,Sony,Xperia Z3,64.0,3.0,Android,5.2,0,0,0,1,24000
11190,Samsung,Galaxy S7,64.0,4.0,Android,5.1,0,0,0,0,24000
11191,Huawei,Nova 3i,64.0,4.0,Android,6.3,1,1,0,1,24000
11192,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,0,24000
11193,Samsung,Galaxy J5,64.0,1.5,Android,5.0,0,1,0,1,24000
11194,Apple,iPhone 6,128.0,1.0,iOS,4.7,0,0,0,1,24000
11195,Samsung,Galaxy A11,128.0,4.0,Android,6.4,1,1,0,1,24000
11196,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,1,0,1,24000
11197,Apple,iPhone 6,128.0,1.0,iOS,4.7,0,1,0,1,24000
11198,Apple,iPhone SE,32.0,2.0,iOS,4.7,0,1,0,1,24000
11199,Samsung,Galaxy A11,32.0,4.0,Android,6.4,1,1,0,1,24000
11200,Samsung,Galaxy A30 S,32.0,3.0,Android,6.4,1,1,0,1,24000
11201,Apple,iPhone 6S,32.0,2.0,iOS,4.7,0,0,0,0,24000
11202,Oppo,A15,32.0,3.0,Android,6.52,1,1,0,1,24000
11203,Samsung,Galaxy A30 S,64.0,3.0,Android,6.4,1,1,0,1,24000
11204,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,1,24000
11205,Samsung,Galaxy A20s,64.0,4.0,Android,6.5,1,1,0,1,24000
11206,Oppo,A12,32.0,3.0,Android,6.22,1,1,0,1,24000
11207,Xiaomi,Redmi 9,32.0,3.0,Android,6.53,1,1,0,1,24000
11208,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,0,24000
11209,Apple,iPhone 6,64.0,1.0,iOS,4.7,0,0,0,1,24000
11210,Samsung,Galaxy M02s,64.0,3.0,Android,6.5,1,1,0,0,24000
11211,Apple,iPhone 6 Plus,16.0,1.0,iOS,5.5,0,0,0,0,24000
11212,Samsung,Galaxy M11,16.0,3.0,Android,6.4,1,1,0,1,24000
11213,Samsung,Galaxy A20s,16.0,4.0,Android,6.5,1,1,0,1,24000
11214,Infinix,Hot 10,16.0,3.0,Android,6.78,1,1,0,1,24000
11215,Samsung,Galaxy A20s,16.0,4.0,Android,6.5,1,1,0,1,24000
11216,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,1,0,1,24000
11217,Samsung,Galaxy M11,128.0,3.0,Android,6.4,1,1,0,1,24000
11218,Apple,iPhone 6S,128.0,2.0,iOS,4.7,0,0,0,1,24000
11219,Huawei,Nova 3i,128.0,4.0,Android,6.3,1,1,0,1,24000
11220,Oppo,A15,32.0,3.0,Android,6.52,1,1,0,1,24000
11221,Huawei,Y9,32.0,4.0,Android,6.5,1,1,0,1,24000
11222,Samsung,Galaxy M02s,32.0,3.0,Android,6.5,1,0,0,0,24000
11223,Samsung,Galaxy A20s,32.0,4.0,Android,6.5,1,1,0,1,24000
11224,Apple,iPhone 6,32.0,1.0,iOS,4.7,0,0,0,1,24000
11225,Apple,iPhone 6S,32.0,2.0,iOS,4.7,0,0,0,1,24000
11226,Huawei,Nova 3i,32.0,4.0,Android,6.3,0,0,0,0,24000
11227,Huawei,Y9,32.0,4.0,Android,6.5,0,0,0,0,24000
11228,Nokia,3.4,64.0,3.0,Android,6.39,0,0,0,1,24000
11229,Samsung,Galaxy A8,64.0,4.0,Android,5.6,0,1,0,0,24000
11230,Xiaomi,Redmi 9,64.0,3.0,Android,6.53,1,1,0,1,24000
11231,Xiaomi,Redmi 9C,64.0,2.0,Android,6.53,1,1,0,1,24000
11232,Huawei,Nova 3i,64.0,4.0,Android,6.3,1,1,0,1,24000
11233,Apple,iPhone 6S,32.0,2.0,iOS,4.7,0,0,0,0,24000
11234,Samsung,Galaxy M20,32.0,3.0,Android,6.3,1,1,0,1,24000
11235,Apple,iPhone 6S,64.0,2.0,iOS,4.7,0,0,0,0,24000
11236,Apple,iPhone 7,32.0,2.0,iOS,4.7,0,1,0,1,24000
11237,Vivo,Y12,64.0,4.0,Android,6.35,1,1,0,1,24000
11238,Samsung,Galaxy J6,64.0,2.0,Android,5.6,1,1,0,1,24000
11239,Samsung,Galaxy M02s,32.0,3.0,Android,6.5,1,1,0,1,24000
11240,Apple,iPhone 6,32.0,1.0,iOS,4.7,0,1,0,1,24000
11241,Huawei,Y9 Prime,128.0,4.0,Android,6.59,1,1,0,1,24000
11242,Nokia,1.4,64.0,1.0,Android,6.52,1,1,0,1,24000
11243,Samsung,Galaxy A20,32.0,3.0,Android,6.4,1,1,0,1,24000
11244,Xiaomi,Redmi Note 8,32.0,3.0,Android,6.3,1,1,0,1,24000
11245,Apple,iPhone 6S,32.0,2.0,iOS,4.7,0,1,0,1,24000
11246,Xiaomi,Redmi 9C,32.0,2.0,Android,6.53,1,0,0,1,24000
11247,Samsung,Galaxy M11,64.0,3.0,Android,6.4,1,1,0,1,24000
11248,Oppo,F9,64.0,4.0,Android,6.3,1,1,0,1,24000
11249,Xiaomi,Redmi Note 8,64.0,3.0,Android,6.3,1,0,0,1,24000
11250,OnePlus,3T,64.0,6.0,Android,5.5,1,0,0,1,24000
11251,Xiaomi,Redmi 9,32.0,3.0,Android,6.53,1,1,0,1,24000
11252,Realme,C12,32.0,3.0,Android,6.5,1,1,0,1,24000
11253,Samsung,Galaxy M02s,32.0,3.0,Android,6.5,1,1,0,0,24000
11254,Apple,iPhone 6S,32.0,2.0,iOS,4.7,1,1,0,1,24000
11255,Xiaomi,Redmi 9,32.0,3.0,Android,6.53,1,1,0,1,24000
11256,Samsung,Galaxy A30 S,32.0,3.0,Android,6.4,1,1,0,1,24000
11257,Apple,iPhone 6S Plus,32.0,2.0,iOS,5.5,0,1,0,1,24000
11258,Samsung,Galaxy S7,64.0,4.0,Android,5.1,0,0,0,0,24000
11259,Samsung,Galaxy A30 S,64.0,3.0,Android,6.4,1,1,0,1,24000
11260,Huawei,Y6p,64.0,3.0,Android,6.3,0,0,0,0,24000
11261,Huawei,Y6p,64.0,3.0,Android,6.3,1,1,0,1,24000
11262,Oppo,A5s,64.0,2.0,Android,6.2,1,1,0,1,24000
11263,Huawei,Y6p,64.0,3.0,Android,6.3,1,0,0,1,24000
11264,Huawei,Y6p,64.0,3.0,Android,6.3,0,0,0,1,24000
11265,Huawei,Nova 3i,64.0,4.0,Android,6.3,1,1,0,1,24000
11266,Sony,Xperia XZ2,64.0,4.0,Android,5.7,0,0,0,0,24000
