Brand,Model,ROM,RAM,OS,Screen size,Dual Sim,Expandable Memory,5G,Fingerprint Sensor,Price
Oppo,A5s,,2,Android,6.20,Yes,Yes,No,Yes,18500
Sony,Xperia XZS,64.0,4.0,Android,5.20,No,No,No,No,18500
Huawei,Y7 Pro,64.0,3.0,Android,6.26,No,No,No,No,18500
Realme,C11,32.0,2.0,Android,6.50,No,No,No,No,18500
Oppo,A12,32.0,3,Android,6.22,Yes,Yes,No,Yes,18500
Samsung,Galaxy A10s,32.0,3,Android,6.20,Yes,No,No,No,18500
Apple,iPhone 6,64.0,1,iOS,4.70,No,No,No,Yes,18500
Xiaomi,Redmi 8,64.0,4,Android,6.22,Yes,Yes,No,Yes,18500
Xiaomi,Redmi Note 8 Pro,128.0,8,Android,6.53,No,No,No,Yes,18500
Realme,C11,,2.0,Android,6.50,Yes,Yes,No,Yes,18500
Sony,Xperia XZS,32.0,4.0,Android,5.20,Yes,Yes,No,Yes,18500
Samsung,Galaxy A10s,,3,Android,6.20,Yes,Yes,No,Yes,18500
Vivo,Y1s,32.0,2.0,Android,6.22,Yes,Yes,No,Yes,18500
Samsung,Galaxy M20,32.0,3,Android,6.30,Yes,Yes,No,Yes,18500
Apple,iPhone 6S,,2,iOS,4.70,No,No,No,No,18500
Samsung,Galaxy J7,,1.5,Android,5.50,Yes,Yes,No,No,18500
Nokia,6.1 Plus,64.0,4.0,Android,5.80,No,No,No,No,18500
Huawei,GR5,,3.0,Android,5.50,Yes,Yes,No,Yes,18500
Huawei,Nova 2i,,4.0,Android,5.90,Yes,Yes,No,Yes,18500
Samsung,Galaxy A10s,32.0,3,Android,6.20,Yes,Yes,No,Yes,18500
Samsung,Galaxy M02,32.0,2,Android,6.50,Yes,Yes,No,No,18500
Xiaomi,Redmi 9C,,2,Android,6.53,Yes,Yes,No,Yes,18500
Samsung,Galaxy A10s,32.0,3,Android,6.20,Yes,Yes,No,Yes,18500
Sony,Xperia XZS,32.0,4.0,Android,5.20,No,No,No,No,18500
Realme,C11,,2.0,Android,6.50,Yes,No,No,No,18500
Apple,iPhone 6,64.0,1,iOS,4.70,No,No,No,Yes,18500
Apple,iPhone SE,,2,iOS,4.70,No,Yes,No,No,18500
Xiaomi,Redmi 9C,,2,Android,6.53,Yes,Yes,No,Yes,18500
Vivo,Y91c,32.0,2,Android,6.22,Yes,Yes,No,No,18500
Samsung,Galaxy M11,32.0,3,Android,6.40,Yes,Yes,No,Yes,18500
Samsung,Galaxy M11,32.0,3,Android,6.40,Yes,Yes,No,Yes,18500
Huawei,Nova 2i,,4.0,Android,5.90,Yes,Yes,No,Yes,18500
Apple,iPhone SE,32.0,2,iOS,4.70,No,No,No,No,18500
Samsung,Galaxy S6,32.0,3,Android,5.10,No,No,No,Yes,18500
Samsung,Galaxy S6,32.0,3,Android,5.10,No,No,No,Yes,18500
Apple,iPhone SE,32.0,2,iOS,4.70,No,No,No,Yes,18500
Vivo,Y1s,32.0,2.0,Android,6.22,Yes,Yes,No,No,18500
Samsung,Galaxy M02,,2,Android,6.50,Yes,Yes,No,No,18500
Nokia,6.1 Plus,64.0,4.0,Android,5.80,Yes,Yes,No,Yes,18500
Samsung,Galaxy J4+,,2,Android,6.00,Yes,Yes,No,No,18500
Samsung,Galaxy M02,,2,Android,6.50,No,No,No,No,18500
Samsung,Galaxy M02s,32.0,3,Android,6.50,Yes,Yes,No,No,18500
Samsung,Galaxy S6,32.0,3,Android,5.10,No,No,No,Yes,18500
Oppo,A5s,32.0,2,Android,6.20,Yes,Yes,No,Yes,18500
Apple,iPhone 6S,32.0,2,iOS,4.70,No,Yes,No,No,18500
Xiaomi,Redmi 8A,,2,Android,6.22,Yes,No,No,No,18500
Samsung,Galaxy M02,,2,Android,6.50,Yes,Yes,No,No,18500
Oppo,A12,32.0,3,Android,6.22,Yes,Yes,No,Yes,18500
Vivo,Y1s,32.0,2.0,Android,6.22,Yes,Yes,No,No,18500
Sony,Xperia XZS,32.0,4.0,Android,5.20,No,Yes,No,Yes,18500
Sony,Xperia XZS,32.0,4.0,Android,5.20,No,Yes,No,Yes,18500
Samsung,Galaxy M02,32.0,2,Android,6.50,Yes,Yes,No,No,18500
Sony,Xperia XZ1,32.0,4,Android,5.20,No,No,No,No,18500
Samsung,Galaxy M02,,2,Android,6.50,Yes,Yes,No,No,18500
Samsung,Galaxy S7,,4,Android,5.10,No,Yes,No,Yes,18500
Oppo,A5s,32.0,2,Android,6.20,Yes,No,No,Yes,18500
Huawei,P9 Lite,,2.0,Android,5.20,No,No,No,No,18500
Nokia,1.4,64.0,1.0,Android,6.52,Yes,Yes,No,Yes,18500
Vivo,Y1s,32.0,2.0,Android,6.22,Yes,Yes,No,Yes,18500
Samsung,Galaxy J5,,1.5,Android,5.00,Yes,Yes,No,Yes,18500
Samsung,Galaxy M20,32.0,3,Android,6.30,No,No,No,No,18500
Apple,iPhone 6,16.0,1,iOS,4.70,No,No,No,Yes,18500
Samsung,Galaxy M02,32.0,2,Android,6.50,Yes,No,No,No,18500
Oppo,F1s,,4,Android,5.50,Yes,Yes,No,Yes,18500
Sony,Xperia XZS,32.0,4.0,Android,5.20,No,No,No,No,18500
Xiaomi,Redmi 9A,,2,Android,6.53,Yes,Yes,No,Yes,18500
Sony,Xperia XZS,32.0,4.0,Android,5.20,No,No,No,No,18500
Samsung,Galaxy A10s,32.0,3,Android,6.20,Yes,No,No,Yes,18500
Samsung,Galaxy A10s,32.0,3,Android,6.20,Yes,Yes,No,Yes,18500
Apple,iPhone 6S Plus,,2,iOS,5.50,No,No,No,Yes,18500
Xiaomi,Redmi 8A,,2,Android,6.22,Yes,Yes,No,No,18500
Sony,Xperia XZS,32.0,4.0,Android,5.20,Yes,Yes,No,Yes,18500
Samsung,Galaxy A10s,32.0,3,Android,6.20,No,No,No,No,18500
Samsung,Galaxy M11,32.0,3,Android,6.40,Yes,Yes,No,Yes,18500
Oppo,A12,32.0,3,Android,6.22,No,No,No,No,18500
Infinix,Hot 9 Play,32.0,2.0,Android,6.82,Yes,Yes,No,Yes,18500
Sony,Xperia XZ1,32.0,4,Android,5.20,Yes,Yes,No,Yes,18500
Huawei,Y6p,64.0,3.0,Android,6.30,Yes,Yes,No,Yes,18500
Huawei,Y6p,64.0,3.0,Android,6.30,Yes,Yes,No,Yes,18500
Realme,C11,,2.0,Android,6.50,Yes,Yes,No,No,18500
Samsung,Galaxy J7,,1.5,Android,5.50,Yes,Yes,No,Yes,18500
Oppo,A1k,32.0,2,Android,6.10,No,No,No,No,18500
Xiaomi,Redmi Note 7,128.0,3,Android,6.30,Yes,Yes,No,Yes,18500
Samsung,Galaxy J7,,1.5,Android,5.50,Yes,Yes,No,Yes,18500
Sony,Xperia XZ1,64.0,4,Android,5.20,Yes,Yes,No,Yes,18500
Xiaomi,Redmi 9A,,2,Android,6.53,Yes,Yes,No,No,18500
Samsung,Galaxy A10s,,3,Android,6.20,Yes,Yes,No,Yes,18500
Samsung,Galaxy A20,,3,Android,6.40,Yes,Yes,No,Yes,18500
Samsung,Galaxy A11,32.0,4,Android,6.40,Yes,Yes,No,No,18500
Xiaomi,Redmi 9C,32.0,2,Android,6.53,Yes,No,No,Yes,18500
Nokia,7 Plus,64.0,4.0,Android,6.00,Yes,Yes,No,Yes,18500
Nokia,1.4,64.0,1.0,Android,6.52,Yes,No,No,Yes,18500
Huawei,Y6s,64.0,3.0,Android,6.09,Yes,Yes,No,Yes,18500
Apple,iPhone 6,,1,iOS,4.70,No,Yes,No,Yes,18500
Samsung,Galaxy A5,,2,Android,5.00,No,Yes,No,Yes,18500
Oppo,A5s,32.0,2,Android,6.20,Yes,Yes,No,Yes,18500
Sony,Xperia XZ1,64.0,4,Android,5.20,No,Yes,No,Yes,18500
Samsung,Galaxy M02,,2,Android,6.50,Yes,Yes,No,No,18500
Xiaomi,Redmi 8,,4,Android,6.22,Yes,Yes,No,Yes,18500
Apple,iPhone 6,,1,iOS,4.70,No,Yes,No,Yes,18500
Vivo,Y91c,32.0,2,Android,6.22,Yes,Yes,No,Yes,18500
Samsung,Galaxy M02,32.0,2,Android,6.50,Yes,Yes,No,No,18500
Samsung,Galaxy J6+,,3,Android,6.00,Yes,Yes,No,Yes,18500
Realme,C20,,2,Android,6.50,No,No,No,No,18500
Samsung,Galaxy M02s,64.0,3,Android,6.50,Yes,Yes,No,No,18500
Sony,Xperia XZ1,64.0,4,Android,5.20,No,No,No,No,18500
Google,Pixel 2 XL,,4,Android,6.00,Yes,Yes,No,Yes,18500
Apple,iPhone 6 Plus,16.0,1,iOS,5.50,Yes,Yes,No,Yes,18500
Vivo,Y1s,32.0,2.0,Android,6.22,Yes,No,No,Yes,18500
Vivo,Y1s,32.0,2.0,Android,6.22,No,No,No,No,18500
Huawei,Y7 Pro,64.0,3.0,Android,6.26,Yes,No,No,No,18500
Huawei,Y9 Prime,128.0,4.0,Android,6.59,Yes,Yes,No,Yes,18500
Oppo,A37,16.0,2,Android,5.00,Yes,No,No,No,18500
Samsung,Galaxy A10s,,3,Android,6.20,No,No,No,Yes,18500
Oppo,A37,16.0,2,Android,5.00,Yes,Yes,No,No,18500
Realme,C12,,3.0,Android,6.50,Yes,Yes,No,Yes,18500
Realme,C11,32.0,2.0,Android,6.50,Yes,Yes,No,No,18500
Samsung,Galaxy J7,,1.5,Android,5.50,No,No,No,No,18500
Samsung,Galaxy A10s,32.0,3,Android,6.20,Yes,Yes,No,Yes,18500
Oppo,A1k,32.0,2,Android,6.10,Yes,Yes,No,No,18500
Samsung,Galaxy A11,32.0,4,Android,6.40,Yes,Yes,No,Yes,18500
Samsung,Galaxy M02,,2,Android,6.50,No,No,No,No,18500
Samsung,Galaxy A6+,64.0,3,Android,6.00,Yes,Yes,No,Yes,18500
Samsung,Galaxy A10s,32.0,3,Android,6.20,Yes,Yes,No,Yes,18500
Samsung,Galaxy M02,,2,Android,6.50,Yes,Yes,No,No,18500
Vivo,V9,64.0,4,Android,6.30,Yes,Yes,No,Yes,18500
Xiaomi,Redmi 9A,,2,Android,6.53,Yes,No,No,No,18500
Samsung,Galaxy A10s,,3,Android,6.20,No,No,No,No,18500
Samsung,Galaxy A70,128.0,6,Android,6.70,Yes,Yes,No,No,18500
Apple,iPhone 6,64.0,1,iOS,4.70,No,Yes,No,Yes,18500
Oppo,F1s,32.0,4,Android,5.50,Yes,Yes,No,Yes,18500
Samsung,Galaxy M02,,2,Android,6.50,Yes,Yes,No,No,18500
Samsung,Galaxy M02,,2,Android,6.50,No,No,No,No,18500
Oppo,A5s,,2,Android,6.20,Yes,Yes,No,Yes,18500
Oppo,A5s,32.0,2,Android,6.20,Yes,Yes,No,Yes,18500
Huawei,Y9,32.0,4.0,Android,6.50,Yes,Yes,No,Yes,18500
Oppo,F1s,32.0,4,Android,5.50,Yes,Yes,No,Yes,18500
Samsung,Galaxy M02,,2,Android,6.50,Yes,Yes,No,No,18500
Oppo,A1k,32.0,2,Android,6.10,Yes,Yes,No,Yes,18500
Apple,iPhone 6S Plus,16.0,2,iOS,5.50,No,No,No,Yes,18500
Apple,iPhone 6,,1,iOS,4.70,No,No,No,Yes,18500
Samsung,Galaxy A20,,3,Android,6.40,Yes,Yes,No,Yes,18500
Samsung,Galaxy S7 Edge,,4,Android,5.50,No,No,No,No,18500
Apple,iPhone 6S,32.0,2,iOS,4.70,No,No,No,Yes,18500
Nokia,1.4,64.0,1.0,Android,6.52,Yes,No,No,Yes,18500
Samsung,Galaxy S6 Edge,,3,Android,5.10,Yes,Yes,No,Yes,18500
Samsung,Galaxy Note 5,32.0,4,Android,5.70,No,No,No,Yes,18500
Infinix,Smart 5,64.0,2.0,Android,6.60,Yes,Yes,No,Yes,18500
LG,Q6,64.0,2.0,Android,5.50,No,Yes,No,Yes,18500
Sony,Xperia XZ1,64.0,4,Android,5.20,No,Yes,No,Yes,18500
Sony,Xperia XZS,64.0,4.0,Android,5.20,No,Yes,No,Yes,18500
Samsung,Galaxy A7,,5,Android,6.00,No,Yes,No,No,18500
Oppo,A12,32.0,3,Android,6.22,Yes,Yes,No,Yes,18500
Samsung,Galaxy J4+,,2,Android,6.00,Yes,Yes,No,No,18500
Apple,iPhone 6,,1,iOS,4.70,No,Yes,No,Yes,18500
Realme,C11,32.0,2.0,Android,6.50,Yes,Yes,No,No,18500
Realme,C11,,2.0,Android,6.50,No,Yes,No,No,18500
Oppo,F7,64.0,4,Android,6.23,Yes,Yes,No,Yes,18500
Oppo,A5s,,2,Android,6.20,Yes,Yes,No,Yes,18500
Xiaomi,Redmi Note 7,,3,Android,6.30,Yes,Yes,No,Yes,18500
Apple,iPhone 6,32.0,1,iOS,4.70,No,No,No,Yes,18500
Sony,Xperia XZS,64.0,4.0,Android,5.20,No,Yes,No,Yes,18500
Xiaomi,Redmi 8A,32.0,2,Android,6.22,Yes,Yes,No,No,18500
Sony,Xperia XZ1,64.0,4,Android,5.20,No,No,No,Yes,18500
Huawei,Y9,64.0,4.0,Android,6.50,Yes,Yes,No,Yes,18500
Apple,iPhone 6,32.0,1,iOS,4.70,No,No,No,Yes,18500
Xiaomi,Redmi 9,32.0,3,Android,6.53,Yes,Yes,No,Yes,18500
Samsung,Galaxy J6+,32.0,3,Android,6.00,Yes,Yes,No,Yes,18500
Apple,iPhone 6,,1,iOS,4.70,No,Yes,No,Yes,18500
Sony,Xperia XZ1,64.0,4,Android,5.20,No,No,No,No,18500
Xiaomi,Redmi Note 8,,3,Android,6.30,Yes,Yes,No,Yes,18500
Xiaomi,Redmi 9C,32.0,2,Android,6.53,Yes,Yes,No,Yes,18500
Samsung,Galaxy A10s,32.0,3,Android,6.20,Yes,Yes,No,Yes,18500
Xiaomi,Redmi 9A,32.0,2,Android,6.53,Yes,Yes,No,No,18500
Sony,Xperia XZ1,64.0,4,Android,5.20,No,No,No,No,18500
Sony,Xperia XZ1,64.0,4,Android,5.20,No,No,No,No,18500
Samsung,Galaxy M02,32.0,2,Android,6.50,Yes,Yes,No,No,18500
Samsung,Galaxy M11,,3,Android,6.40,No,No,No,No,18500
Oppo,A57,,3,Android,5.20,Yes,No,No,Yes,18500
Apple,iPhone 6S,,2,iOS,4.70,No,No,No,Yes,18500
Sony,Xperia XZS,32.0,4.0,Android,5.20,No,Yes,No,Yes,18500
Sony,Xperia XZ1,64.0,4,Android,5.20,No,No,No,No,18500
Sony,Xperia XZ1,64.0,4,Android,5.20,Yes,Yes,No,Yes,18500
Vivo,Y12,64.0,4.0,Android,6.35,Yes,Yes,No,Yes,18500
Samsung,Galaxy A20,,3,Android,6.40,Yes,Yes,No,Yes,18500
Samsung,Galaxy M20,,3,Android,6.30,Yes,Yes,No,Yes,18500
Oppo,F1s,32.0,4,Android,5.50,Yes,Yes,No,Yes,18500
Samsung,Galaxy J6+,,3,Android,6.00,Yes,Yes,No,Yes,18500
Samsung,Galaxy S6 Edge,,3,Android,5.10,No,Yes,No,Yes,18500
Samsung,Galaxy A12,64.0,2,Android,6.50,Yes,No,No,Yes,18500
Huawei,Y7p,64.0,4.0,Android,6.39,Yes,Yes,No,Yes,18500
Samsung,Galaxy A30 S,,3,Android,6.40,Yes,Yes,No,Yes,18500
Samsung,Galaxy A20,,3,Android,6.40,No,No,No,No,18500
Sony,Xperia XZS,32.0,4.0,Android,5.20,No,No,No,Yes,18500
Xiaomi,Redmi 9C,32.0,2,Android,6.53,Yes,Yes,No,Yes,18500
Apple,iPhone 6,,1,iOS,4.70,No,No,No,No,18500
Samsung,Galaxy M02s,,3,Android,6.50,Yes,Yes,No,No,18500
Samsung,Galaxy M02s,,3,Android,6.50,No,No,No,No,18500
Xiaomi,Redmi 9C,,2,Android,6.53,Yes,Yes,No,Yes,18500
Apple,iPhone SE,32.0,2,iOS,4.70,No,No,No,No,18500
Realme,C20,,2,Android,6.50,Yes,Yes,No,Yes,18500
Samsung,Galaxy A11,32.0,4,Android,6.40,Yes,No,No,Yes,18500
Apple,iPhone 6 Plus,,1,iOS,5.50,Yes,Yes,No,Yes,18500
Sony,Xperia XZ1,64.0,4,Android,5.20,No,Yes,No,Yes,18500
Apple,iPhone SE,32.0,2,iOS,4.70,No,No,No,No,18500
Apple,iPhone SE,,2,iOS,4.70,No,No,No,No,18500
Sony,Xperia XZ1,64.0,4,Android,5.20,No,Yes,No,Yes,18500
Samsung,Galaxy A10,,4,Android,6.20,Yes,Yes,No,No,18500
Samsung,Galaxy A20s,,4,Android,6.50,Yes,Yes,No,Yes,18500
Samsung,Galaxy A30,64.0,3,Android,6.40,Yes,Yes,No,Yes,18500
Oppo,A1k,32.0,2,Android,6.10,Yes,Yes,No,No,18500
Xiaomi,Redmi 8,,4,Android,6.22,Yes,No,No,Yes,18500
Xiaomi,Redmi 8A,,2,Android,6.22,Yes,Yes,No,No,18500
Huawei,Y9,64.0,4.0,Android,6.50,Yes,Yes,No,Yes,18500
Apple,iPhone 6S,64.0,2,iOS,4.70,No,No,No,No,18500
Samsung,Galaxy M20,,3,Android,6.30,Yes,Yes,No,Yes,18500
Xiaomi,Redmi 8A,32.0,2,Android,6.22,Yes,Yes,No,No,18500
Apple,iPhone 6S,,2,iOS,4.70,No,No,No,No,18500
Sony,Xperia XZ1,64.0,4,Android,5.20,No,No,No,No,18500
Samsung,Galaxy A20s,32.0,4,Android,6.50,Yes,Yes,No,Yes,18500
Nokia,2.4,32.0,2.0,Android,6.50,Yes,Yes,No,Yes,18500
Xiaomi,Redmi 9A,,2,Android,6.53,Yes,Yes,No,Yes,18500
Sony,Xperia XZS,64.0,4.0,Android,5.20,No,Yes,No,Yes,18500
Apple,iPhone 7,,2,iOS,4.70,No,No,No,No,18500
Samsung,Galaxy J6,,2,Android,5.60,Yes,Yes,No,Yes,18500
Samsung,Galaxy M02,32.0,2,Android,6.50,Yes,Yes,No,No,18500
Sony,Xperia XZS,32.0,4.0,Android,5.20,Yes,Yes,No,Yes,18500
Oppo,A3s,16.0,4,Android,6.20,Yes,Yes,No,No,18500
Nokia,1.4,64.0,1.0,Android,6.52,Yes,Yes,No,Yes,18500
Xiaomi,Redmi Note 8,,3,Android,6.30,Yes,Yes,No,Yes,18500
Sony,Xperia XZ1,64.0,4,Android,5.20,No,No,No,No,18500
Samsung,Galaxy S6 Edge,,3,Android,5.10,No,Yes,No,Yes,18500
Oppo,A5s,,2,Android,6.20,Yes,Yes,No,No,18500
Samsung,Galaxy M02,,2,Android,6.50,Yes,Yes,No,No,18500
Huawei,Y9,32.0,4.0,Android,6.50,Yes,Yes,No,Yes,18500
Nokia,1.4,64.0,1.0,Android,6.52,Yes,Yes,No,Yes,18500
Xiaomi,Redmi Note 7,,3,Android,6.30,Yes,Yes,No,Yes,18500
Samsung,Galaxy J7,,1.5,Android,5.50,Yes,Yes,No,Yes,18500
Realme,C11,,2.0,Android,6.50,Yes,Yes,No,No,18500
Xiaomi,Redmi 9C,,2,Android,6.53,Yes,Yes,No,Yes,18500
Apple,iPhone SE,32.0,2,iOS,4.70,No,No,No,No,18500
Xiaomi,Redmi 9A,,2,Android,6.53,No,No,No,No,18500
Apple,iPhone SE,,2,iOS,4.70,No,No,No,Yes,18500
Samsung,Galaxy S6,,3,Android,5.10,Yes,Yes,No,Yes,18500
Vivo,Y12,64.0,4.0,Android,6.35,Yes,Yes,No,Yes,18500
Realme,C11,,2.0,Android,6.50,Yes,No,No,No,18500
Apple,iPhone SE,32.0,2,iOS,4.70,No,No,No,No,18500
Realme,C20,,2,Android,6.50,Yes,Yes,No,Yes,18500
Vivo,Y1s,32.0,2.0,Android,6.22,Yes,No,No,No,18500
Vivo,Y1s,32.0,2.0,Android,6.22,Yes,Yes,No,No,18500
Apple,iPhone SE,32.0,2,iOS,4.70,No,No,No,No,18500
Oppo,F1s,32.0,4,Android,5.50,Yes,Yes,No,Yes,18500
Oppo,A5s,,2,Android,6.20,Yes,Yes,No,Yes,18500
Samsung,Galaxy M02s,,3,Android,6.50,Yes,Yes,No,Yes,18500
Huawei,Y5 Lite,16.0,1.0,Android,5.45,Yes,Yes,No,Yes,18500
Vivo,Y11,32.0,3.0,Android,6.35,Yes,Yes,No,Yes,18500
Apple,iPhone 6,,1,iOS,4.70,No,No,No,Yes,18500
Apple,iPhone SE,,2,iOS,4.70,No,No,No,No,18500
Apple,iPhone SE,32.0,2,iOS,4.70,No,No,No,No,18500
Sony,Xperia XZ1,64.0,4,Android,5.20,No,No,No,No,18500
Apple,iPhone 6,64.0,1,iOS,4.70,No,No,No,Yes,18500
Samsung,Galaxy A10s,,3,Android,6.20,No,No,No,No,18500
Apple,iPhone SE,32.0,2,iOS,4.70,No,No,No,No,18500
Huawei,Nova 2i,,4.0,Android,5.90,Yes,Yes,No,Yes,18500
Sony,Xperia XZ1,64.0,4,Android,5.20,No,Yes,No,Yes,18500
Realme,C20,,2,Android,6.50,Yes,Yes,No,Yes,18500
Samsung,Galaxy M02,,2,Android,6.50,Yes,Yes,No,No,18500
Sony,Xperia XZ1,64.0,4,Android,5.20,No,No,No,Yes,18500
Samsung,Galaxy J7,64.0,1.5,Android,5.50,Yes,Yes,No,Yes,18500
Vivo,Y1s,32.0,2.0,Android,6.22,Yes,Yes,No,Yes,18500
Apple,iPhone SE,32.0,2,iOS,4.70,No,No,No,No,18500
Apple,iPhone 6S,,2,iOS,4.70,No,No,No,No,18500
Samsung,Galaxy M02,32.0,2,Android,6.50,Yes,Yes,No,No,18500
Samsung,Galaxy M01,32.0,3,Android,5.70,No,No,No,No,18500
Nokia,1.4,32.0,1.0,Android,6.52,No,No,No,No,18500
Sony,Xperia XZ1,64.0,4,Android,5.20,No,No,No,No,18500
Huawei,Y6,32.0,2.0,Android,6.09,No,No,No,No,18500
Huawei,Nova 2i,,4.0,Android,5.90,Yes,Yes,No,Yes,18500
Vivo,Y11,32.0,3.0,Android,6.35,Yes,Yes,No,No,18500
Apple,iPhone SE,32.0,2,iOS,4.70,No,No,No,No,18500
Samsung,Galaxy J6+,,3,Android,6.00,Yes,Yes,No,Yes,18500
Sony,Xperia XZS,32.0,4.0,Android,5.20,No,Yes,No,Yes,18500
Oppo,A5s,32.0,2,Android,6.20,Yes,Yes,No,Yes,18500
Xiaomi,Redmi 9A,,2,Android,6.53,Yes,Yes,No,Yes,18500
Vivo,Y1s,32.0,2.0,Android,6.22,Yes,Yes,No,No,18500
Oppo,A5s,32.0,2,Android,6.20,Yes,Yes,No,Yes,18500
Realme,C11,32.0,2.0,Android,6.50,Yes,Yes,No,No,18500
Xiaomi,Redmi 9A,32.0,2,Android,6.53,Yes,Yes,No,No,18500
Sony,Xperia XZ1,64.0,4,Android,5.20,No,No,No,No,18500
Apple,iPhone SE,32.0,2,iOS,4.70,No,No,No,No,18500
Huawei,Nova 2i,,4.0,Android,5.90,Yes,Yes,No,Yes,18500
Xiaomi,Redmi 9A,,2,Android,6.53,Yes,Yes,No,Yes,18500
Apple,iPhone SE,32.0,2,iOS,4.70,No,No,No,No,18500
Vivo,Y1s,32.0,2.0,Android,6.22,Yes,No,No,No,18500
Realme,C11,,2.0,Android,6.50,Yes,Yes,No,No,18500
Sony,Xperia XZS,32.0,4.0,Android,5.20,No,Yes,No,Yes,18500
LG,K50,32.0,3.0,Android,6.26,No,No,No,No,18512
Huawei,Honor 6C,,3.0,Android,5.20,No,No,No,No,18600
Apple,iPhone 6,,1,iOS,4.70,No,No,No,Yes,18800
Samsung,Galaxy M02,32.0,2,Android,6.50,No,No,No,No,18800
Samsung,Galaxy M10,,2,Android,6.22,Yes,Yes,No,No,18850
Sony,Xperia XZ1,64.0,4,Android,5.20,No,Yes,No,Yes,18899
Sony,Xperia XZS,64.0,4.0,Android,5.20,Yes,Yes,No,Yes,18900
Vivo,Y1s,32.0,2.0,Android,6.22,Yes,Yes,No,No,18900
Sony,Xperia XZ1,64.0,4,Android,5.20,No,Yes,No,Yes,18900
Sony,Xperia XZ1,64.0,4,Android,5.20,No,Yes,No,Yes,18900
Oppo,A59,,3,Android,5.50,Yes,Yes,No,Yes,18900
Sony,Xperia XZS,64.0,4.0,Android,5.20,Yes,Yes,No,Yes,18900
Xiaomi,Redmi 9A,32.0,2,Android,6.53,Yes,No,No,No,18900
Samsung,Galaxy S7 Edge,32.0,4,Android,5.50,No,No,No,Yes,18900
Vivo,Y1s,32.0,2.0,Android,6.22,Yes,Yes,No,No,18900
Samsung,Galaxy J7,64.0,1.5,Android,5.50,No,Yes,No,Yes,18900
Samsung,Galaxy A10,,4,Android,6.20,Yes,Yes,No,Yes,18900
Oppo,F1s,64.0,4,Android,5.50,Yes,Yes,No,Yes,18900
Sony,Xperia XZ1,64.0,4,Android,5.20,No,Yes,No,Yes,18900
Samsung,Galaxy S7,32.0,4,Android,5.10,No,Yes,No,Yes,18900
Infinix,Hot 9 Play,,2.0,Android,6.82,Yes,Yes,No,Yes,18900
Samsung,Galaxy A20,32.0,3,Android,6.40,No,No,No,No,18900
Sony,Xperia XZ1,64.0,4,Android,5.20,No,Yes,No,Yes,18900
Sony,Xperia XZ1,64.0,4,Android,5.20,No,Yes,No,Yes,18900
Xiaomi,Mi A2 lite,32.0,3,Android,5.84,Yes,Yes,No,Yes,18900
Huawei,Y7,64.0,3.0,Android,6.26,Yes,Yes,No,Yes,18900
Apple,iPhone SE,32.0,2,iOS,4.70,No,Yes,No,Yes,18900
Apple,iPhone 6S,64.0,2,iOS,4.70,No,No,No,No,18900
Vivo,Y1s,32.0,2.0,Android,6.22,Yes,No,No,No,18900
Apple,iPhone SE,32.0,2,iOS,4.70,No,Yes,No,Yes,18900
Sony,Xperia XZS,64.0,4.0,Android,5.20,No,No,No,No,18910
Sony,Xperia XZS,64.0,4.0,Android,5.20,No,No,No,No,18913
Sony,Xperia XZS,64.0,4.0,Android,5.20,No,No,No,No,18919
Sony,Xperia XZS,64.0,4.0,Android,5.20,No,No,No,No,18920
Sony,Xperia XZS,64.0,4.0,Android,5.20,No,No,No,No,18930
Sony,Xperia XZS,64.0,4.0,Android,5.20,No,No,No,No,18937
Sony,Xperia XZS,64.0,4.0,Android,5.20,No,No,No,No,18938
Sony,Xperia XZS,64.0,4.0,Android,5.20,No,No,No,No,18957
Sony,Xperia XZS,64.0,4.0,Android,5.20,No,No,No,No,18967
Sony,Xperia XZS,64.0,4.0,Android,5.20,No,No,No,No,18967
Sony,Xperia XZS,64.0,4.0,Android,5.20,No,No,No,No,18968
Sony,Xperia XZS,64.0,4.0,Android,5.20,No,No,No,No,18969
Sony,Xperia XZS,32.0,4.0,Android,5.20,No,No,No,No,18990
Sony,Xperia XZS,32.0,4.0,Android,5.20,No,No,No,No,18990
Sony,Xperia XZS,32.0,4.0,Android,5.20,No,No,No,No,18990
Sony,Xperia XZS,32.0,4.0,Android,5.20,No,No,No,No,18990
Sony,Xperia XZS,32.0,4.0,Android,5.20,No,No,No,No,18990
Sony,Xperia XZS,32.0,4.0,Android,5.20,No,No,No,No,18990
Sony,Xperia XZS,32.0,4.0,Android,5.20,No,No,No,No,18990
Sony,Xperia XZS,32.0,4.0,Android,5.20,No,No,No,No,18990
Sony,Xperia XZS,32.0,4.0,Android,5.20,No,No,No,No,18990
Sony,Xperia XZS,32.0,4.0,Android,5.20,No,No,No,No,18990
Sony,Xperia XZS,32.0,4.0,Android,5.20,No,No,No,No,18990
Sony,Xperia XZS,32.0,4.0,Android,5.20,No,No,No,No,18990
Sony,Xperia XZS,64.0,4.0,Android,5.20,No,No,No,No,18990
Sony,Xperia XZS,64.0,4.0,Android,5.20,No,No,No,No,18990
Sony,Xperia XZS,64.0,4.0,Android,5.20,No,No,No,No,18990
Sony,Xperia XZS,64.0,4.0,Android,5.20,No,No,No,No,18990
Sony,Xperia XZS,64.0,4.0,Android,5.20,No,No,No,No,18990
Sony,Xperia XZS,64.0,4.0,Android,5.20,No,No,No,No,18990
